sub,region,title_kr,title_en,desc_kr,desc_en,addr_kr,addr_en,route_kr,duration,difficulty,budget_kr,naver_map,kakao_map,web,free,publish_at
recommend,서울 용산,이태원 다국적 음식거리 탐방,Itaewon Multicultural Food Street Tour,"이태원 다국적 음식거리 탐방 코스
▪ 이태원역 → 이슬람 거리 → 경리단길 → 녹사평
▪ 할랄·인도·태국·멕시칸 등 20개국 음식
▪ 서울중앙성원 외관 관람 가능","Itaewon multicultural food street exploration
▪ Itaewon station → Islam Street → Gyeongnidan-gil → Noksapyeong
▪ 20+ cuisines: halal · Indian · Thai · Mexican
▪ Seoul Central Masjid exterior viewing",이태원로 주변,"Itaewon-ro area, Yongsan-gu, Seoul",6호선 이태원역 3번 출구 → 도보 1분 → 이태원 메인 거리,3시간,easy,"식비 15,000원~",https://map.naver.com/v5/search/이태원+음식거리,https://map.kakao.com/link/search/이태원+음식거리,해당없음,TRUE,
recommend,서울 강북,낙산공원·이화동 벽화마을 코스,Naksan Park & Ihwa Mural Village Course,"낙산공원 성곽길 + 이화동 벽화마을 코스
▪ 혜화역 → 낙산공원 성곽 → 이화동 벽화마을 → 대학로
▪ 서울 성곽 낙산 구간 (0.7km)
▪ 야경 포토존 · 대학로 공연 연계","Naksan Park fortress wall + Ihwa mural village
▪ Hyehwa station → Naksan fortress walk → Ihwa murals → Daehangno
▪ Seoul City Wall Naksan section (0.7km)
▪ Night view photo spots · Daehangno performance",낙산길 41,"41 Naksan-gil, Jongno-gu, Seoul",4호선 혜화역 2번 출구 → 도보 10분 → 낙산공원 입구,3시간,easy,무료,https://map.naver.com/v5/search/낙산공원,https://map.kakao.com/link/search/낙산공원,해당없음,TRUE,
recommend,서울 영등포,여의도 봄 벚꽃 산책,Yeouido Cherry Blossom Walk,"여의도 윤중로 벚꽃 산책 코스
▪ 여의도공원 → 윤중로 벚꽃길 → 국회의사당 앞
▪ 매년 4월 초·중순 절정 (기상청 개화 예보 확인)
▪ 평일 이른 아침 방문 권장 (주말 극혼잡)","Yeouido Yunjung-ro cherry blossom walk
▪ Yeouido Park → Yunjung-ro blossom path → National Assembly
▪ Peak early-mid April (check KMA bloom forecast)
▪ Weekday early morning visit recommended",여의공원로 68,"68 Yeoui Gonwon-ro, Yeongdeungpo-gu, Seoul",5호선·9호선 여의도역 4번 출구 → 도보 5분 → 여의도공원 입구,2시간,easy,무료,https://map.naver.com/v5/search/여의도벚꽃,https://map.kakao.com/link/search/여의도벚꽃,해당없음,TRUE,
1day,인천 을왕리,서핑 레슨 3회 패키지,Surfing 3-Session Package,"을왕리 해변 서핑 입문 3회 패키지
▪ 1회: 기초 이론·준비운동 → 파도 입문
▪ 2~3회: 파도 타기 반복 실습
▪ 보드·슈트 전부 대여 포함","Eulwangri Beach beginner surfing 3-session package
▪ Session 1: basics & intro to waves
▪ Sessions 2–3: wave riding practice
▪ Board & wetsuit rental included",을왕동 을왕리해수욕장 일대,"Eulwangri Beach, Eulwang-dong, Jung-gu, Incheon",공항철도 운서역 → 버스 환승 → 을왕리해수욕장 (약 20분),6시간 (3회),medium,"120,000~150,000원",https://map.naver.com/v5/search/을왕리+서핑,https://map.kakao.com/link/search/을왕리+서핑,해당없음,FALSE,
1day,서울 전체,서울 5대 궁궐 하루 투어,Seoul 5 Royal Palaces One-Day Tour,"서울 5대 궁궐 당일 완주 코스
▪ 경복궁 → 창덕궁 → 창경궁 → 덕수궁 → 경희궁
▪ 도보+버스 이동 · 소요시간 약 8시간
▪ 통합관람권 구매 시 할인","Seoul 5 royal palaces one-day full course
▪ Gyeongbokgung → Changdeokgung → Changgyeonggung → Deoksugung → Gyeonghuigung
▪ Walk + bus · approx. 8 hours
▪ Combo ticket discount available",사직로 161 (경복궁 출발),"Starting from Gyeongbokgung, Jongno-gu, Seoul",3호선 경복궁역 5번 출구 → 광화문(정문) → 투어 시작,8시간,medium,"통합관람권 10,000원",https://map.naver.com/v5/search/경복궁,https://map.kakao.com/link/search/경복궁,https://www.royalpalace.go.kr,TRUE,
1day,서울 전체,서울 한강 다리 자전거 투어,Seoul Han River Bridge Cycling Tour,"한강 자전거 도로 종주 코스
▪ 마포대교 → 한강대교 → 잠실대교 (편도 약 20km)
▪ 따릉이 대여 (시간당 1,000원) 또는 개인 자전거
▪ 한강변 편의점·매점 이용 가능","Han River cycling path full route
▪ Mapo Bridge → Hangang Bridge → Jamsil Bridge (one-way ~20km)
▪ Ddareungi rental (1,000 KRW/hr) or personal bike
▪ Convenience stores along the route",여의동로 330 (여의도 출발),"Starting from Yeouido Hangang Park, Seoul",5호선·9호선 여의도역 3번 출구 → 도보 7분 → 여의도 따릉이 대여소,5시간,medium,"따릉이 5,000원 (1일권)",https://map.naver.com/v5/search/여의도한강공원+따릉이,https://map.kakao.com/link/search/여의도한강공원,https://www.bikeseoul.com,TRUE,
3hour,서울 종로,경복궁 야간 특별관람,Gyeongbokgung Night Palace Tour,"경복궁 야간 특별관람 (수·목·금·토 한정)
▪ 조명 밝힌 근정전·경회루 야경 감상
▪ 사전 예약 필수 (예매 오픈 당일 조기 마감)
▪ 한복 착용 시 분위기 배가","Gyeongbokgung special night tour (Wed·Thu·Fri·Sat only)
▪ Illuminated Geunjeongjeon & Gyeonghoeru night view
▪ Prior reservation required (sells out fast)
▪ Hanbok recommended",사직로 161,"161 Sajik-ro, Jongno-gu, Seoul",3호선 경복궁역 5번 출구 → 도보 5분 → 광화문(정문),2시간,easy,"성인 3,000원",https://map.naver.com/v5/search/경복궁야간관람,https://map.kakao.com/link/search/경복궁야간관람,https://www.royalpalace.go.kr,FALSE,
3hour,서울 중구,남산 케이블카 & 타워 투어,Namsan Cable Car & Tower Tour,"남산 케이블카 탑승 + N서울타워 전망대
▪ 명동역 → 남산 케이블카 탑승 → N서울타워 전망대
▪ 전망대 기준 반경 40km 시야
▪ 자물쇠 광장 + 남산 야경 명소","Namsan cable car + N Seoul Tower observatory
▪ Myeongdong station → cable car → N Seoul Tower observatory
▪ 40km radius view from tower
▪ Lock plaza + best Seoul night view",남산공원길 105,"105 Namsangongwon-gil, Yongsan-gu, Seoul",4호선 명동역 3번 출구 → 남산 케이블카 탑승장 (도보 10분 또는 버스 02),2시간,easy,"케이블카 왕복 15,000원 + 전망대 21,000원",https://map.naver.com/v5/search/남산케이블카,https://map.kakao.com/link/search/남산케이블카,https://www.nseoultower.com,FALSE,
recommend,서울 강남,청담 프라이빗 다이닝 투어,Cheongdam Private Dining Tour,"청담동 파인 다이닝 & 럭셔리 쇼핑 코스
▪ 청담 도산공원 → 명품 편집숍 → 파인 다이닝
▪ 국내 미쉐린 스타 레스토랑 밀집 지역
▪ 예약 필수 (최소 2주 전)","Cheongdam-dong fine dining & luxury shopping
▪ Dosan Park → luxury select shops → fine dining
▪ Korea's highest density of Michelin-starred restaurants
▪ Reservation required (min. 2 weeks ahead)",도산대로 주변,"Dosan-daero area, Gangnam-gu, Seoul",7호선 청담역 13번 출구 → 도보 5분 → 도산공원,4시간,easy,"1인 100,000원~",https://map.naver.com/v5/search/청담동+파인다이닝,https://map.kakao.com/link/search/청담동+파인다이닝,해당없음,FALSE,
3hour,서울 성동,성수동 공방 투어,Seongsu Workshop District Tour,"성수동 수제 공방 체험 투어
▪ 수제화 공방 → 가죽 공방 → 도자기 공방 중 선택
▪ 성수 카페거리 연계 (커피·브런치)
▪ 서울숲 산책 마무리","Seongsu-dong handcraft workshop experience
▪ Choose: handmade shoes · leather · ceramics workshop
▪ Seongsu cafe street (coffee·brunch) nearby
▪ Finish with Seoul Forest walk",연무장길 일대,"Yeonmujang-gil area, Seongdong-gu, Seoul",2호선 성수역 3번 출구 → 도보 5분 → 성수동 공방 거리,3시간,easy,"공방별 30,000~100,000원",https://map.naver.com/v5/search/성수동+공방,https://map.kakao.com/link/search/성수동+공방,해당없음,FALSE,
recommend,서울 중구,덕수궁·정동 역사 투어,Deoksugung & Jeongdong History Tour,"덕수궁 + 정동 근대 역사 투어
▪ 덕수궁 → 덕수궁 돌담길 → 정동극장 → 이화여고 심슨기념관
▪ 수문장 교대식 (화~일 11:00·14:00)
▪ 대한제국 역사 + 근대 문화재 밀집","Deoksugung Palace + Jeongdong modern history tour
▪ Deoksugung → stone wall path → Jeongdong Theater → Ewha HS Simpson Hall
▪ Guard ceremony Tue–Sun 11:00 / 14:00
▪ Korean Empire history + modern heritage cluster",세종대로 99,"99 Sejong-daero, Jung-gu, Seoul",1호선·2호선 시청역 2번 출구 → 도보 3분 → 덕수궁 대한문(정문),3시간,easy,"성인 1,000원",https://map.naver.com/v5/search/덕수궁,https://map.kakao.com/link/search/덕수궁,https://www.deoksugung.go.kr,FALSE,
3hour,서울 강남,K-뷰티 체험 & 메이크업 클래스,K-Beauty Experience & Makeup Class,"강남 K-뷰티 메이크업 클래스
▪ 한국식 스킨케어 루틴 → 아이돌 메이크업 실습
▪ 1:1 또는 소그룹 진행
▪ 전문 메이크업 아티스트 지도","Gangnam K-Beauty makeup class
▪ Korean skincare routine → idol makeup hands-on
▪ 1:1 or small group session
▪ Professional makeup artist instruction",강남대로 주변,"Gangnam-daero area, Gangnam-gu, Seoul",2호선·신분당선 강남역 9번 출구 → 도보 5분,2시간,easy,"50,000~80,000원",https://map.naver.com/v5/search/강남+메이크업클래스,https://map.kakao.com/link/search/강남+메이크업클래스,해당없음,FALSE,
nightview,서울 중구,청계천 야간 산책 코스,Cheonggyecheon Night Walk,"청계천 야간 조명 산책 코스
▪ 청계광장 → 광교 → 오간수교 → 두물다리
▪ 야간 조명 점등 일몰 후 ~ 24:00
▪ 겨울 빛 축제 기간 특히 추천","Cheonggyecheon night illumination walk
▪ Cheonggye Plaza → Gwanggyo Bridge → Ogansu Bridge → Dumul Bridge
▪ Night lights from sunset to midnight
▪ Especially recommended during winter light festival",청계광장로 1,"1 Cheonggyegwangjangnon-ro, Jongno-gu, Seoul",5호선 광화문역 5번 출구 → 도보 3분 → 청계광장,1.5시간,easy,무료,https://map.naver.com/v5/search/청계천,https://map.kakao.com/link/search/청계천,해당없음,TRUE,
1day,속초 노학,노학동 서핑 스쿨,Nohak Surf School,"속초 노학동 서핑 스쿨 3회 패키지
▪ 동해 실파도로 배우는 리얼 서핑
▪ 소규모 클래스 (1팀 6명 이하)
▪ 보드·슈트·안전 장비 전부 포함","Sokcho Nohak Surf School 3-session package
▪ Real surfing on East Sea waves
▪ Small class (up to 6 per group)
▪ Board, wetsuit & all safety gear included",노학동 동해안로 일대,"Nohak-dong coastal area, Sokcho-si, Gangwon-do",속초버스터미널 → 시내버스 1-1번 → 노학동 정류장 (약 15분),6시간 (3회),medium,"100,000~120,000원",https://map.naver.com/v5/search/속초+서핑스쿨,https://map.kakao.com/link/search/속초+서핑스쿨,해당없음,FALSE,
1day,부산 송정,송정 서핑 마스터 코스,Songjeong Surf Master Course,"송정 해변 서핑 5일 집중 마스터 코스
▪ 초보 → 중급 단계별 커리큘럼
▪ 일 2~3시간 · 5일 연속 진행
▪ 수료증 발급","Songjeong Beach 5-day intensive surf master course
▪ Beginner → intermediate step-by-step curriculum
▪ 2–3 hours/day · 5 consecutive days
▪ Certificate of completion issued",송정광어골로 139,"139 Songjeong-gwangeo-gol-ro, Haeundae-gu, Busan",동해선 송정역 1번 출구 → 도보 15분 → 송정해수욕장,총 5일 코스,hard,"200,000~250,000원",https://map.naver.com/v5/search/송정해수욕장,https://map.kakao.com/link/search/송정해수욕장,해당없음,FALSE,
1day,서울 성동,성수 수제화 제작,Seongsu Handmade Shoes Workshop,"성수동 수제화 공방 3회 방문 맞춤 구두 제작
▪ 1회: 발 사이즈 측정·가죽 선택
▪ 2회: 재단·봉제
▪ 3회: 마감·완성품 수령","Seongsu handmade shoe workshop 3-visit custom course
▪ Visit 1: foot measurement & leather selection
▪ Visit 2: cutting & stitching
▪ Visit 3: finishing & pickup",연무장5가길 9,"9 Yeonmujang 5ga-gil, Seongdong-gu, Seoul",2호선 성수역 3번 출구 → 도보 10분,총 9시간 (3회),hard,"250,000~300,000원",https://map.naver.com/v5/search/성수동+수제화공방,https://map.kakao.com/link/search/성수동+수제화공방,해당없음,FALSE,
3hour,강원 속초,속초 아바이마을 갯배 체험,Sokcho Abai Village Ferry Experience,"속초 아바이마을 갯배 도하 체험
▪ 갯배 탑승 (왕복 500원) → 아바이마을 순대 골목
▪ 실향민 문화마을 · 드라마 '가을동화' 촬영지
▪ 청초호·속초해수욕장 연계","Sokcho Abai Village traditional ferry crossing
▪ Gaetbae ferry (round trip 500 KRW) → Abai Village sundae alley
▪ Displaced persons cultural village · 'Autumn in My Heart' filming site
▪ Connects to Cheongcho Lake & Sokcho Beach",청호로 122,"122 Cheongho-ro, Sokcho-si, Gangwon-do",속초버스터미널 → 시내버스 7번 → 속초해수욕장 하차 → 도보 5분,2시간,easy,갯배 500원,https://map.naver.com/v5/search/속초+아바이마을,https://map.kakao.com/link/search/속초+아바이마을,해당없음,TRUE,
3hour,강원 속초,속초 청초호 둘레길 산책,Sokcho Cheongcho Lake Trail Walk,"속초 청초호 수변 둘레길 코스
▪ 청초호반로 → 영랑호 방면 → 속초등대 전망
▪ 둘레길 전 구간 평탄 · 유모차 이용 가능
▪ 영랑호 철새 도래지 (봄·가을 추천)","Sokcho Cheongcho Lake waterfront trail
▪ Cheongchohoban-ro → Yeongrang Lake direction → Sokcho Lighthouse view
▪ Flat trail · stroller-friendly
▪ Yeongrang Lake migratory birds (spring·fall recommended)",청초호반로 일대,"Cheongchohoban-ro area, Sokcho-si, Gangwon-do",속초버스터미널 → 시내버스 1번 → 청초호 정류장 → 도보 2분,1.5시간,easy,무료,https://map.naver.com/v5/search/속초+청초호,https://map.kakao.com/link/search/속초+청초호,해당없음,TRUE,
recommend,강원 속초,설악산 울산바위 트레킹,Seoraksan Ulsanbawi Rock Trekking,"설악산 울산바위 왕복 트레킹 코스
▪ 소공원 → 흔들바위 → 울산바위 (왕복 약 4km)
▪ 소요시간 약 3~4시간 · 중급 난이도
▪ 설악산 케이블카 대안 코스","Seoraksan Ulsanbawi Rock round-trip trek
▪ Sogongwon → Heundeulbawi → Ulsanbawi (round trip ~4km)
▪ Approx. 3–4 hours · intermediate level
▪ Alternative to Seoraksan cable car",설악산로 833,"833 Seoraksan-ro, Sokcho-si, Gangwon-do",속초버스터미널 → 7번 버스 → 설악산 소공원 (약 20분),4시간,medium,"입장료 4,000원",https://map.naver.com/v5/search/설악산+울산바위,https://map.kakao.com/link/search/설악산+울산바위,https://seorak.knps.or.kr,TRUE,
3hour,강원 속초,속초 중앙시장 먹거리 투어,Sokcho Jungang Market Food Tour,"속초 중앙시장 길거리 음식 탐방
▪ 닭강정 → 오징어순대 → 속초 아이스크림 → 명태 코너
▪ 원조 닭강정 골목 위치 확인 필수
▪ 새벽 5시부터 운영 · 오전 방문 추천","Sokcho Jungang Market street food tour
▪ Dakgangjeong → squid sundae → Sokcho ice cream → pollack corner
▪ Confirm original dakgangjeong alley location
▪ Open from 5am · morning visit recommended",중앙로 147,"147 Jungang-ro, Sokcho-si, Gangwon-do",속초버스터미널 → 도보 10분 → 속초중앙시장 입구,2시간,easy,"식비 10,000~20,000원",https://map.naver.com/v5/search/속초중앙시장,https://map.kakao.com/link/search/속초중앙시장,해당없음,TRUE,
3hour,강원 속초,고성 DMZ 평화누리길 투어,Goseong DMZ Peace Trail Tour,"고성 DMZ 평화누리길 특별 투어
▪ 통일전망대 → 금강산전망대 → DMZ 박물관
▪ 출입 시 신분증 지참 필수
▪ 날씨 좋은 날 북한 금강산 조망 가능","Goseong DMZ Peace Nuri-gil special tour
▪ Unification Observatory → Geumgangsan Observatory → DMZ Museum
▪ ID required for entry
▪ Mt. Geumgang (North Korea) visible on clear days",현내면 금강산로 481,"481 Geumgangsan-ro, Hyeonnae-myeon, Goseong-gun, Gangwon-do",속초버스터미널 → 속초~간성 버스 → 통일전망대 입구 (약 1시간),3시간,easy,"입장료 3,000원 + 버스비",https://map.naver.com/v5/search/고성+통일전망대,https://map.kakao.com/link/search/고성+통일전망대,해당없음,FALSE,
3hour,강원 강릉,강릉 경포해변 & 경포호 코스,Gangneung Gyeongpo Beach & Lake Course,"경포해변 + 경포호 수변 산책 코스
▪ 경포해수욕장 → 경포호 산책로 → 오죽헌
▪ 경포호 수변 카페거리 연계
▪ 4월 벚꽃 시즌 경포호 제일 아름다움","Gyeongpo Beach + lake waterfront walk
▪ Gyeongpo Beach → Gyeongpo Lake trail → Ojukheon
▪ Cafe street along Gyeongpo Lake
▪ Most beautiful during April cherry blossoms",해안로 514,"514 Haean-ro, Gangneung-si, Gangwon-do",KTX 강릉역 → 시내버스 202번 → 경포해변 정류장 (약 20분),2시간,easy,무료,https://map.naver.com/v5/search/강릉+경포해변,https://map.kakao.com/link/search/강릉+경포해변,해당없음,TRUE,
